mprid,pending_date,listing_date,photo_count,type,bedrooms,year_built,sqft,price
2901977895,,2016-08-04,23,single_family,3,1960,1610,599000
2909554254,2016-04-08,2016-03-19,15,single_family,3,1923,1190,649000
2965421035,,2016-08-04,1,multi_family,,1909,1925,895000
2976748661,,2016-08-05,22,single_family,3,1907,1400,889000
1011347929,,2016-03-28,12,multi_family,,1926,4150,2420000
1158228994,2016-05-21,2016-01-04,18,mobile,2,2013,1621,169950
1176307045,2016-07-22,2016-06-28,30,single_family,4,1997,1948,659888
1187716721,2016-05-17,2016-05-16,24,condo,2,1990,1000,525000
1247436356,2016-07-24,2016-06-30,23,single_family,3,1956,1350,629900
1284493224,2016-07-18,2016-07-06,36,single_family,5,1994,2850,1050000
1381126962,2016-04-18,2016-03-14,22,condo,2,1997,1316,674500
1438247948,,2015-08-07,18,single_family,6,1927,4680,5990000
1479799474,,2016-04-01,17,condo,2,2000,,1249000
1521852485,2016-04-25,2016-04-15,29,single_family,4,2003,3198,535000
1620513961,2016-06-17,2016-04-22,35,single_family,4,1955,1420,668000
1621540472,,2016-04-07,36,condo,3,1905,,1379000
1672204942,2016-02-02,2014-08-06,12,single_family,4,1959,2236,635000
1776610356,,2016-07-04,19,condo,1,1993,1035,849000
1914731696,2016-07-28,2016-07-03,20,single_family,4,1936,2206,878888
1922682670,,2016-05-22,24,single_family,3,1937,2004,1879000
2102499281,,2016-06-18,8,condo,2,2001,,466125
2222024395,,2016-06-29,21,single_family,3,1973,1580,484500
2267563377,2016-05-19,2016-05-08,12,single_family,3,1959,1410,465000
2330574186,2016-07-07,2016-06-10,11,single_family,1,1941,850,665000
2375795047,2016-07-25,2016-07-22,17,condo,3,1974,1158,549950
2405401936,,2016-08-05,5,land,,1977,,650000
2508220872,2016-04-11,2016-03-18,0,single_family,4,1958,1801,1035000
2552357229,2016-05-13,2016-03-31,18,single_family,3,1947,1652,2495000
2556612394,2016-05-10,2016-02-18,27,mobile,3,2005,1553,235000
2610742292,2016-03-16,2016-03-07,22,single_family,4,1990,2428,759000
2638654483,2016-04-20,2016-04-08,19,single_family,3,1961,1511,550000
2689240720,2016-03-22,2016-02-11,6,single_family,2,1925,500,179000
2796687116,2016-05-05,2016-04-21,21,single_family,3,2005,1651,519000
2817848241,2016-06-06,2016-05-19,30,condo,2,2003,1217,659000
2839873239,2016-07-31,2016-07-08,25,single_family,4,1965,1649,589000
2852457755,2016-03-25,2016-03-17,29,single_family,3,1953,1281,1168000
2989315505,2016-06-22,2016-06-01,15,multi_family,,1948,12146,8100000
1071114244,2016-04-13,2016-04-01,12,condo,1,1966,800,459000
1106204396,2016-07-23,2016-07-10,28,single_family,3,1967,1390,279990
1114420573,2016-03-12,2016-01-27,24,single_family,2,1952,780,289000
1123240342,2016-03-26,2016-03-11,29,single_family,3,1948,1442,550000
1240083623,2016-07-27,2016-07-15,30,condo,2,2005,1192,629000
1468551824,2016-06-25,2016-06-09,27,single_family,3,1959,1253,748888
1485293495,,2016-07-25,0,land,,1946,,2350000
1498769245,2016-07-23,2016-07-14,23,single_family,4,1954,1342,615000
1556782565,2016-03-15,2016-03-10,25,condo,2,1990,1053,485000
1570081738,2016-07-19,2016-07-08,24,single_family,2,1940,1220,575000
1593423575,,2016-08-04,22,single_family,3,1885,1060,739000
1609215072,,2016-03-09,36,single_family,7,1902,9095,25000000
1612588544,,2016-04-06,30,single_family,4,1977,2541,1197000
1639096887,2016-05-27,2016-05-06,29,condo,2,2008,1176,549000
1657594430,2016-04-14,2016-03-23,13,condo,2,1970,,449900
1699451451,,2015-02-10,22,multi_family,1,2008,,3300000
1704039167,2016-05-06,2016-04-18,16,condo,2,1989,1403,639000
1754188822,,2016-05-21,3,land,,,,359000
1815731707,2016-07-21,2016-04-07,20,single_family,6,2002,4258,614900
1922887893,2016-04-14,2016-03-24,13,single_family,5,2008,3732,979000
1942985241,2016-06-30,2016-06-17,1,single_family,3,1913,1510,194900
2023279682,2016-04-22,2016-04-15,29,single_family,4,2001,2373,1175000
2024163821,2016-04-17,2016-01-11,24,condo,2,2001,2300,1635000
2062797509,2016-04-23,2016-04-07,1,single_family,2,1910,762,409999
2067376145,2016-06-22,2016-06-15,28,single_family,3,1959,1856,999950
2087206701,2016-05-04,2016-04-29,30,multi_family,6,1890,2749,589000
2250952272,2016-04-08,2016-03-25,11,multi_family,4,1969,1150,549000
2263636725,,2016-04-19,30,condo,3,2010,2158,829000
2291089957,,2016-01-25,33,single_family,5,1936,5283,5895000
2323232795,2016-04-19,2016-02-19,18,single_family,3,1930,1670,925000
2371583995,2016-04-20,2016-04-13,27,single_family,4,1989,2080,875000
2390259643,2016-07-21,2016-07-06,20,single_family,3,1952,1100,485500
2415758658,2016-04-28,2016-04-12,30,single_family,4,1936,2713,995000
2601876146,2016-03-26,2016-02-13,18,single_family,3,1938,1959,465000
2718251724,2016-03-24,2016-03-16,17,condo,2,1991,1040,499000
2724959593,2016-05-18,2016-04-20,27,condo,3,1998,1430,785000
2746897861,2016-07-19,2016-06-24,13,single_family,3,1968,2000,799950
2809155249,2016-06-30,2016-06-11,20,single_family,5,1999,,499900
2856972895,2016-07-28,2016-07-13,30,condo,3,1989,1932,729900
2977122879,2016-07-02,2016-05-11,31,single_family,4,2004,4370,1399000
1049710570,2016-07-24,2016-07-15,30,condo,3,1983,1278,365000
1067036362,2016-04-18,2016-04-04,10,condo,3,1971,1670,1038888
1135411784,2016-05-16,2016-05-06,12,single_family,2,1922,1111,319000
1341610755,2016-04-14,2016-04-03,16,single_family,3,2003,1527,400000
1539330364,,2016-06-28,28,condo,1,1987,693,388888
1624055082,2016-04-08,2016-04-01,30,single_family,4,1970,2100,1199999
1701780465,2016-07-26,2016-05-05,36,single_family,6,1980,4325,1200000
1728424728,2016-05-24,2016-05-18,30,single_family,4,1961,2472,895000
1735044431,2016-04-01,2016-03-23,29,single_family,4,1971,2066,1350000
1806382359,,2016-07-06,36,condo,3,1963,1782,1880000
1815839256,2016-04-14,2016-03-31,22,single_family,3,1925,1656,925000
1854731111,2016-05-14,2016-04-14,34,multi_family,,1896,2200,1295000
1917093971,2016-04-02,2016-03-07,9,single_family,3,1959,1350,599950
1988017021,2016-05-19,2016-05-06,26,single_family,3,1966,2144,689000
1999282586,2016-06-17,2016-05-22,14,single_family,2,1946,,1280000
2012705815,2016-06-06,2016-05-24,21,single_family,5,1925,2648,2250000
2036162568,2016-06-24,2016-05-06,18,multi_family,4,1970,2304,1395000
2098960881,2016-06-03,2016-05-23,30,single_family,4,1989,2922,699000
2106783580,2016-05-06,2016-04-29,25,single_family,3,1960,1337,729000
2122691460,2016-04-29,2015-10-26,36,single_family,6,2007,8932,11990000
2151665409,,2016-06-03,24,single_family,2,1924,1070,435000
2154584412,2016-07-19,2016-07-13,30,single_family,5,1979,3202,1389000
2166824424,,2016-07-26,1,single_family,3,1955,1471,594500
2221941701,,2016-07-30,1,multi_family,5,1910,1523,445000
2299648467,2016-03-16,2015-12-10,1,single_family,2,1910,716,145000
2300497360,2016-05-05,2016-05-05,1,single_family,3,1944,1054,465000
2314503943,2016-06-17,2016-06-01,16,single_family,3,1951,1146,489000
2438955926,2015-11-12,2015-10-15,5,multi_family,,1916,7350,3250000
2504849267,2016-04-23,2016-04-14,30,single_family,3,1931,2015,779000
2575984540,2016-07-03,2016-06-18,13,single_family,4,1958,1497,299000
2602537823,2016-03-15,2016-02-26,5,multi_family,3,1937,1443,449950
2815400887,2016-04-11,2016-03-02,0,single_family,3,1922,1534,595000
2816309516,2016-04-12,2016-03-14,30,condo,2,1991,1261,650000
2821732948,2016-08-04,2016-07-27,11,single_family,2,1900,1108,849000
2846432045,2016-05-26,2016-05-15,8,condo,4,1971,1474,458000
2860679769,,2016-06-21,11,condo,1,,525,699000
2938034880,2016-04-19,2016-04-18,20,condo,3,1987,1988,759000
2962484210,2016-03-11,2016-02-26,9,condo,3,2016,2249,1398800
2998408917,2016-05-27,2016-05-13,36,single_family,4,1978,3554,2780000
2999093828,2016-07-07,2016-07-05,10,condo,2,1989,1281,355000
1021668852,2016-04-27,2016-04-22,22,condo,2,1984,988,498000
1065216078,,2016-07-21,34,single_family,4,2001,3211,1695000
1312222235,2016-04-02,2016-03-24,27,condo,3,1997,1503,774900
1313540727,2016-06-10,2016-03-05,9,single_family,3,1961,2162,599000
1331815561,,2016-03-25,36,single_family,4,1955,2678,1599000
1376865408,2016-05-03,2016-04-22,33,single_family,3,1973,1820,1498000
1502936975,2016-05-20,2016-04-22,28,condo,2,1962,1303,699000
1522502240,2016-03-16,2016-03-03,19,single_family,4,1974,2588,470900
1588525261,2016-03-08,2015-11-06,19,single_family,4,1963,1644,699000
1621589568,,2016-06-08,36,single_family,5,1989,2743,1699000
1854825269,2016-07-14,2016-05-18,10,condo,2,2016,1120,1395000
1889280341,,2016-07-21,12,single_family,3,1936,1030,1195000
1935608847,2016-05-13,2016-05-02,22,single_family,3,1913,2367,1200000
1953294242,2016-05-07,2016-02-01,30,single_family,4,2000,3010,470000
1968910965,2016-07-08,2016-06-25,25,single_family,3,1986,1543,427950
2024183968,,2016-06-17,17,condo,2,,1074,925000
2079338512,2016-05-19,2016-05-10,17,single_family,3,1959,1320,825000
2199712582,,2016-08-04,9,single_family,3,1920,1299,468500
2304622507,,2016-06-09,12,single_family,2,1947,1316,485000
2317846506,2016-07-08,2016-06-29,25,single_family,4,1977,2316,1095000
2432259245,2016-05-24,2016-03-28,16,condo,2,2009,1615,2195000
2437540708,2016-06-19,2016-06-09,27,single_family,3,1958,2110,1695000
2446279310,2016-04-16,2016-04-06,30,single_family,4,2007,2019,925000
2474661591,,2016-06-29,27,single_family,4,1983,1916,1100000
2507641950,,2016-08-03,19,single_family,5,1962,2281,975000
2557027884,2016-08-05,2016-07-28,19,single_family,4,1963,1340,775000
2626921122,2016-04-11,2016-03-16,0,condo,2,1987,1392,599880
2633352445,2016-08-02,2016-07-17,2,mobile,2,1975,1440,110000
2693541255,2016-07-25,2016-07-12,19,condo,3,1991,1354,450000
2720677372,,2016-05-19,24,single_family,5,2007,3801,1448888
2792235992,2016-04-28,2016-04-18,28,single_family,4,1988,1780,1488888
2921368444,2016-06-13,2016-06-08,29,single_family,4,1964,2434,1188000
2921699160,,2016-08-05,8,condo,2,1980,888,490000
2941675234,2016-07-16,2016-06-24,26,single_family,3,1956,1213,269800
1019932637,,2016-08-03,11,condo,2,1983,,459000
1028098129,2016-05-02,2016-04-27,30,condo,3,1989,2064,769900
1032985224,,2016-08-05,19,mobile,2,,1344,89900
1067126789,2016-07-26,2016-07-08,15,condo,2,1970,993,499000
1156921996,,2016-05-09,5,land,,,,159950
1193605501,,2016-07-08,17,land,,,,80000
1329170564,,2016-07-13,30,single_family,4,2007,2275,1027000
1370325800,2016-06-30,2016-06-15,24,single_family,3,1909,1546,695000
1475369382,,2016-08-05,18,condo,4,1971,1583,599000
1476083243,,2016-06-13,15,single_family,4,2011,4434,1328000
1505600285,2016-07-28,2016-07-12,30,single_family,2,1951,1462,967000
1585444416,2016-06-25,2016-06-14,21,single_family,3,1971,1385,365000
1646314222,2016-04-25,2016-04-18,26,condo,1,1974,1060,304800
1676389822,,2016-01-26,14,single_family,4,1920,4628,590000
1769804445,2016-08-01,2016-07-22,26,single_family,4,1993,3005,869000
1771022849,2016-06-17,2016-05-18,5,single_family,4,1987,1545,639000
2041627335,2016-06-26,2016-05-31,15,condo,3,1973,1440,898000
2150467670,,2016-07-03,28,single_family,2,1955,576,369500
2182821692,2016-07-29,2016-07-13,35,condo,2,2008,1130,1200000
2240977781,,2016-02-25,34,multi_family,,1894,5714,3695000
2285355709,,2016-06-02,19,condo,2,2001,1095,1250000
2302372946,2016-05-02,2016-04-25,30,single_family,4,2002,2952,799900
2358689092,,2016-07-25,22,multi_family,4,1960,1240,598000
2596183048,2016-05-18,2016-05-11,24,single_family,3,1966,1582,1675000
2629621940,2016-05-26,2016-05-19,30,single_family,3,1967,1434,759950
2641779470,,2015-09-04,4,land,,,,75000
2676375902,2016-06-27,2016-06-06,26,condo,3,1973,1270,465000
2730448812,2016-07-31,2016-05-27,26,mobile,2,1973,1440,165000
2825285472,2016-06-27,2016-05-26,30,single_family,3,1985,1210,421000
2842768149,,2016-05-15,1,land,,,,395000
2847545682,2016-03-10,2016-03-02,27,single_family,3,1946,1060,799000
2872464155,,2016-07-28,30,single_family,3,1963,2198,425000
2919893183,2016-05-08,2016-02-05,36,condo,2,2000,1451,1299000
2954813540,,2016-06-22,34,condo,3,1986,1993,2195000
2992669564,2016-06-08,2016-03-31,28,single_family,3,1955,1147,709000
1010545870,2016-07-05,2016-06-20,16,single_family,5,1989,2896,1049000
1044797673,2016-08-04,2016-08-03,11,single_family,5,2002,2980,529900
1050956673,2016-06-30,2016-06-16,16,single_family,2,1941,969,399000
1077348020,2016-05-11,2016-01-08,15,single_family,4,2016,3391,660370
1389039999,,2016-07-25,0,condo,2,1989,1318,1200000
1451401083,2016-04-27,2015-07-14,25,single_family,3,1919,1710,500000
1464823120,,2016-07-28,29,condo,3,1971,1137,499999
1589204272,,2016-08-05,32,single_family,4,1957,2942,2200000
1602213235,,2016-06-15,28,single_family,3,1915,2180,2325000
1631318792,2016-07-26,2016-07-05,7,single_family,2,1925,848,229000
1661441046,2016-04-06,2016-04-04,20,single_family,2,1985,,271500
1670383188,2015-09-30,2015-09-16,8,condo,2,2016,1076,1395000
1757272113,2016-03-28,2016-03-14,19,single_family,5,2002,4032,949950
1901241850,2016-03-25,2015-11-11,17,mobile,2,1972,1440,125000
1922723085,2016-07-18,2016-05-24,35,single_family,3,1958,2479,2275000
1946181002,2016-08-01,2016-07-15,21,single_family,2,1925,1020,450000
1982622539,,2016-06-17,23,single_family,5,1999,2957,1360000
1989937516,2016-07-07,2016-06-09,28,single_family,5,1959,2646,989000
2014473028,2016-05-18,2016-04-26,26,single_family,4,1988,1762,980000
2037669778,,2016-07-29,30,single_family,3,1975,2439,1795000
2070635616,2016-03-21,2016-03-07,29,single_family,3,1950,1477,599000
2071893548,2016-07-12,2016-06-27,1,condo,4,1970,1730,599000
2112189404,2016-05-26,2016-05-12,30,single_family,2,1977,1108,699000
2248476795,,2016-07-08,17,multi_family,3,1909,2200,1599000
2269397968,2016-05-29,2016-05-20,22,single_family,2,1986,1056,629000
2371409038,2016-07-18,2016-07-08,24,single_family,3,1971,1797,692000
2379515679,2016-03-25,2016-03-15,26,single_family,3,1986,1664,1088000
2398890821,2016-05-11,2016-04-29,27,single_family,3,1968,1344,745000
2463959967,2016-04-22,2016-04-13,25,condo,3,2007,1738,799950
2469653434,2016-07-25,2016-07-15,28,single_family,3,1965,1438,538000
2527696438,2016-04-04,2016-03-25,29,condo,2,1984,1008,299900
2549339391,2016-05-23,2016-05-14,8,single_family,3,2005,1831,319000
2557601456,,2016-08-01,15,single_family,3,1953,1000,799000
2682306536,2016-06-23,2016-06-09,18,multi_family,4,1905,1742,449000
2847068440,,2016-07-18,36,single_family,4,1966,3800,6499000
2852890487,2016-06-02,2016-05-26,28,single_family,4,2010,3040,1388888
2868153534,2016-07-28,2016-07-14,28,single_family,2,1914,1223,699000
1053244446,2016-05-19,2016-04-21,36,single_family,3,2006,2725,490000
1075445350,,2016-05-13,32,condo,3,1900,2015,1395000
1083539548,2016-07-29,2016-07-14,27,condo,1,2006,672,459000
1190856872,,2016-07-22,26,condo,2,,,995000
1219589677,2016-07-18,2016-04-26,19,mobile,3,1987,1452,745000
1224314534,2016-04-06,2016-03-07,30,condo,3,2007,1806,675000
1282526353,2016-04-13,2016-04-01,28,single_family,3,1921,1864,1025000
1307939464,2016-04-25,2016-04-15,30,single_family,5,1945,2657,1349000
1320033651,,2016-07-08,36,condo,2,2009,1731,2195000
1401577405,,2016-07-25,15,single_family,3,1957,1624,925000
1424965896,2016-04-29,2016-04-22,1,condo,4,1971,1574,365000
1553326585,2016-06-15,2016-06-07,25,single_family,3,1955,1080,599000
1617828521,2016-01-31,2015-10-01,11,single_family,3,1936,1255,249000
1691458685,,2016-08-05,0,condo,2,1988,1000,499000
1817804936,2016-06-11,2016-05-06,33,single_family,5,1927,3270,3195000
1826670011,2016-07-22,2016-06-27,30,single_family,4,1941,3697,2195000
1829513993,2016-06-02,2016-05-19,28,single_family,3,1925,1750,1599000
1909614889,2016-07-18,2016-06-08,6,condo,3,1990,1249,525000
1922913420,2016-03-25,2016-03-18,26,condo,2,1976,1287,559900
2005735158,2016-04-06,2016-04-01,19,single_family,3,1958,1384,799000
2042302127,,2016-05-11,29,single_family,5,1917,4108,2595000
2132072634,2016-05-07,2016-04-25,25,single_family,4,1992,1653,360000
2136429662,,2016-07-11,30,single_family,4,1988,2399,498000
2140094655,,2016-06-13,12,single_family,5,2003,4435,4290000
2254823836,2016-05-19,2016-05-11,24,condo,2,1981,944,499950
2265983868,2016-05-21,2016-05-17,30,condo,2,2010,1081,249950
2333168219,2016-05-20,2016-04-12,29,multi_family,6,1961,2400,765000
2372262884,,2016-05-11,29,single_family,4,1939,1715,1199000
2408806710,,2016-07-27,29,condo,2,1979,976,455000
2450537259,,2016-06-10,11,condo,2,1984,1198,248000
2466792241,2015-12-11,2015-11-22,16,multi_family,,1940,1316,499000
2575634962,,2016-06-02,14,single_family,4,1965,2316,1288888
2646804230,2016-05-20,2016-04-18,32,condo,4,1969,2920,2595000
2667641425,2016-04-22,2016-04-12,22,single_family,3,1948,1288,529000
2670980838,2016-06-29,2016-06-15,9,single_family,5,1952,1880,639000
2870015178,,2015-05-13,1,land,,,,9800000
2953770584,2016-04-12,2016-03-31,14,condo,1,2001,900,600000
1137758375,2016-08-02,2016-07-16,11,single_family,5,2016,3617,664295
1158996051,,2016-08-04,25,single_family,3,1968,1390,849999
1251931901,2016-04-05,2016-03-24,13,single_family,3,1956,840,285000
1331571482,2016-07-09,2016-07-01,10,single_family,3,1949,1023,450000
1584233380,2016-05-31,2016-05-24,24,single_family,4,1993,2533,2495000
1621382420,2016-08-05,2016-07-22,30,multi_family,3,1906,2342,1049000
1758983717,2016-05-16,2016-04-25,18,single_family,4,2004,2770,489000
1790971500,2016-03-09,2016-02-22,30,single_family,3,1955,1575,725000
1797323189,2016-05-25,2016-05-17,22,single_family,2,1954,1545,749000
1889517935,2016-07-06,2016-06-24,27,single_family,3,1954,1665,798000
1935122464,2016-06-26,2016-06-16,18,single_family,3,1973,1400,879000
1970358375,2016-04-06,2016-03-31,30,single_family,4,1988,2071,799000
1977375987,2016-06-20,2016-05-06,36,single_family,7,1923,,749000
2008668130,2016-03-04,2016-02-06,22,mobile,3,2007,1620,320000
2010527913,2016-07-27,2016-07-13,30,single_family,3,1959,2203,945000
2013768581,,2016-06-30,17,land,,,,599000
2023158805,2016-05-10,2016-04-29,9,single_family,3,1962,1627,649950
2025873501,,2016-05-03,1,land,,,,112000
2080190218,2016-05-19,2016-03-31,30,single_family,4,2005,3427,1699000
2130235230,2016-03-18,2016-03-15,19,single_family,3,1947,1200,410000
2299456053,2016-04-23,2016-04-13,30,single_family,4,2003,2430,453000
2311134662,2016-06-17,2016-06-17,10,single_family,4,1999,1878,400000
2317582496,2016-04-12,2016-03-24,13,single_family,4,1990,2114,399900
2414261601,2016-05-13,2016-05-12,32,condo,2,1914,1347,1195000
2533100000,2016-07-25,2016-07-24,18,single_family,3,1956,1119,500000
2537465952,,2016-05-28,1,single_family,0,,,725000
2579366631,2016-04-01,2016-02-26,30,single_family,3,1939,1955,518000
2598950205,2016-05-20,2016-04-12,22,condo,0,1972,490,328000
2623432706,,2016-08-04,29,single_family,2,1949,850,680000
2812573474,,2016-02-17,1,single_family,1,1922,,200000
2835261770,2016-07-06,2016-07-01,33,single_family,4,1981,3550,1898000
2857766853,,2016-04-16,29,single_family,4,1987,4513,2089000
2992577699,2016-04-28,2016-03-31,19,condo,2,1988,1656,949950
1002253265,2016-04-03,2016-04-03,1,single_family,3,2004,2035,1005000
1172099203,2016-04-11,2016-03-27,16,single_family,4,1955,1620,888888
1178259395,2016-06-01,2016-05-24,26,condo,2,1982,1565,419000
1184758190,2016-07-29,2016-07-14,18,single_family,3,1963,1544,890000
1219383325,2016-04-21,2016-04-13,20,single_family,3,1940,1517,925000
1244821474,,2016-07-26,35,single_family,4,1965,3051,999000
1254130470,,2016-08-05,0,single_family,1,1906,750,549000
1271966457,2016-05-06,2016-04-06,30,single_family,4,1992,3305,1398800
1281368847,2016-05-25,2016-05-16,30,single_family,4,1949,2350,1150000
1358770087,2016-06-24,2016-06-01,27,single_family,3,1935,1525,1649000
1373765639,2016-06-20,2016-06-08,24,single_family,3,1957,952,329000
1431063325,2016-04-08,2016-03-31,23,single_family,4,1968,1701,899000
1441683783,,2016-06-24,12,single_family,2,1947,1113,449000
1475232975,2016-07-13,2016-07-07,21,single_family,3,1953,1250,1278000
1616492724,2016-07-15,2016-06-16,26,condo,3,2010,1388,495000
1655470149,,2016-03-04,28,condo,1,1998,1249,1125000
1683455036,2016-04-26,2016-02-11,21,single_family,3,2016,2400,1280000
1704258085,2016-07-15,2016-07-08,15,condo,2,1979,1359,899000
1736009493,,2016-03-11,16,condo,3,1998,1479,808800
1741222232,2016-04-15,2016-04-01,36,single_family,3,1962,1325,879000
1780417077,2016-04-11,2016-01-28,29,single_family,3,1944,1350,850000
1880435656,2016-04-07,2016-03-30,30,single_family,4,1994,2553,888000
2021929914,,2016-06-03,30,single_family,5,2007,4143,819900
