mprid,pending_date,listing_date,photo_count,type,bedrooms,year_built,sqft,price
2785197803,2016-07-27,2016-06-09,8,single_family,3.0,1922,1240.0,468000.0
2896856075,2016-07-14,2016-07-07,31,single_family,4.0,1956,2300.0,1788000.0
1048757982,2016-07-26,2016-07-13,30,single_family,2.0,1939,1114.0,410000.0
1061806473,,2013-01-07,1,land,,1978,,6500000.0
1083667060,2016-06-08,2016-05-04,6,condo,3.0,1984,1425.0,399000.0
1142205558,2016-07-11,2016-06-22,26,single_family,2.0,1928,1192.0,795000.0
1159934059,2016-07-22,2016-07-07,25,single_family,3.0,1948,1440.0,1100000.0
1263891120,2016-07-20,2016-07-16,22,condo,1.0,1971,695.0,299000.0
1407920839,2016-07-29,2016-05-26,6,single_family,4.0,2006,3464.0,989000.0
1410820457,,2016-07-29,2,single_family,2.0,1925,1008.0,415000.0
1448130791,,2015-10-31,4,land,,,,750000.0
1499687259,2016-07-21,2016-06-29,8,condo,3.0,1980,1314.0,299000.0
1521264240,,2015-10-27,12,single_family,3.0,1955,1132.0,405000.0
1613833024,,2016-07-07,36,condo,3.0,1900,1735.0,999000.0
1660647638,,2016-07-28,23,condo,2.0,1970,1083.0,550000.0
1692907593,2016-06-14,2016-05-24,14,condo,3.0,2010,1834.0,584000.0
1797415360,2016-02-29,2016-01-06,1,land,,,,65000.0
1801377809,,2016-07-20,14,single_family,4.0,1974,3226.0,1520000.0
1833975206,2016-07-12,2016-04-22,24,single_family,3.0,1963,1904.0,1075000.0
1851377729,2016-05-25,2016-05-15,20,single_family,3.0,1940,1784.0,1799000.0
1904407317,,2016-07-29,11,single_family,4.0,2005,2226.0,439950.0
1925476576,,2016-06-11,30,single_family,4.0,2003,2906.0,1125000.0
1953184737,,2016-07-14,28,single_family,3.0,1986,1102.0,389000.0
2043780506,2016-06-30,2016-06-17,20,single_family,4.0,1925,1440.0,649950.0
2122122627,,2016-07-30,24,single_family,4.0,1982,1938.0,458880.0
2203002377,,2016-07-14,19,condo,3.0,2012,2383.0,855000.0
2281828407,,2016-07-22,28,single_family,4.0,1945,3605.0,2795000.0
2339884313,,2016-05-19,25,condo,0.0,1988,565.0,381000.0
2361323172,,2016-07-14,10,condo,2.0,1986,748.0,434000.0
2400993519,2016-05-31,2016-02-27,30,single_family,4.0,1974,3600.0,2900000.0
2449208066,,2016-07-20,20,multi_family,6.0,1959,2100.0,929000.0
2494000015,,2016-05-24,36,single_family,8.0,1905,3818.0,1950000.0
2592090977,,2016-07-21,2,single_family,4.0,2010,1785.0,425000.0
2646445756,2016-06-13,2016-06-09,22,condo,3.0,1981,1489.0,699000.0
2664826547,2016-07-25,2016-07-13,15,single_family,2.0,1946,1000.0,239900.0
2682144418,,2016-07-06,2,land,,,,390000.0
2837308062,,2016-07-14,15,condo,1.0,2002,747.0,499000.0
2866602030,2016-07-11,2016-04-04,3,single_family,3.0,1941,1217.0,386900.0
2954274669,2016-07-21,2016-06-29,24,single_family,5.0,1980,8110.0,5995000.0
2990135480,2016-07-06,2016-06-25,23,condo,2.0,1963,816.0,355000.0
1028023597,,2016-07-06,30,condo,3.0,1989,2097.0,759000.0
1046029743,,2016-04-05,12,land,,,,1600000.0
1123711165,,2016-07-16,12,single_family,4.0,1990,1762.0,500000.0
1259387777,2016-07-29,2016-05-19,19,condo,1.0,1976,819.0,749850.0
1260692576,2016-07-28,2016-07-07,30,condo,3.0,2004,1595.0,548888.0
1279304699,2016-07-15,2016-06-16,17,single_family,3.0,1989,1740.0,395000.0
1300744292,,2016-04-06,8,land,,1920,,1.8E7
1307162290,2016-06-14,2016-05-09,6,land,,1942,,675000.0
1327655410,,2016-07-29,24,single_family,3.0,1939,1437.0,795000.0
1362014609,,2016-07-26,25,single_family,3.0,1916,1356.0,599000.0
1393925658,,2016-06-20,20,condo,2.0,1990,1261.0,775000.0
1520613049,,2016-06-29,19,single_family,4.0,1998,1856.0,449000.0
1549147388,,2016-07-27,15,single_family,4.0,1973,1422.0,349000.0
1568007163,,2016-03-03,2,single_family,4.0,2016,3526.0,1533949.0
1604429868,2016-07-14,2016-07-01,30,single_family,4.0,1963,2394.0,699000.0
1667802149,2016-07-16,2016-07-08,12,single_family,3.0,1949,1450.0,299000.0
1682883484,2016-07-24,2016-07-23,26,single_family,6.0,1996,3572.0,1595000.0
1695867989,,2016-04-19,36,condo,2.0,2000,1407.0,1199000.0
1714632750,,2015-09-18,36,single_family,7.0,1906,10341.0,6995000.0
1714702699,,2016-07-15,23,single_family,2.0,1949,1130.0,929000.0
1718064796,2016-06-28,2016-05-16,22,single_family,3.0,1912,2261.0,1095000.0
1721630954,2016-06-29,2016-06-16,30,single_family,3.0,1927,1431.0,949000.0
1741283953,2016-07-15,2016-07-15,25,single_family,3.0,2006,2220.0,484500.0
1794317212,2016-07-11,2016-06-24,36,single_family,4.0,1970,1956.0,1399800.0
1803352904,,2016-06-23,29,single_family,10.0,2010,21582.0,3.9E7
1901058243,,2016-07-20,13,single_family,3.0,1955,1651.0,829000.0
1916156970,2016-05-30,2016-02-28,1,single_family,3.0,2016,,438000.0
1964910333,2016-07-18,2016-04-29,6,land,,,,240650.0
1985027920,,2016-07-27,6,single_family,1.0,1953,510.0,599000.0
2257213106,,2016-07-16,36,single_family,4.0,1921,2674.0,2380000.0
2555663229,2016-06-27,2016-06-15,26,single_family,3.0,1963,1571.0,525000.0
2592559539,,2016-04-13,7,condo,1.0,1991,495.0,600000.0
2620995837,,2016-07-15,13,condo,2.0,1986,1168.0,570000.0
2669242454,2016-07-21,2016-07-15,30,single_family,2.0,1952,773.0,475000.0
2709894919,,2016-05-13,36,condo,3.0,1999,1936.0,1299000.0
2823754419,2016-06-17,2016-06-07,13,single_family,5.0,1976,2694.0,895000.0
2867276027,2016-07-06,2016-06-18,9,condo,2.0,1981,910.0,288888.0
2879759934,2016-07-08,2016-05-12,13,single_family,2.0,1938,1000.0,699000.0
2915055979,,2016-07-22,25,single_family,3.0,1965,1524.0,589000.0
2924971743,2016-06-21,2016-06-10,21,single_family,2.0,2005,800.0,595000.0
2940001414,2016-06-28,2016-06-13,25,condo,2.0,2001,1074.0,1595000.0
1114088387,,2016-03-09,8,multi_family,,1958,3957.0,2399000.0
1184648560,2016-05-09,2016-04-21,6,condo,3.0,2016,1883.0,768880.0
1193656190,,2015-12-01,2,land,,,,675000.0
1213547094,2016-07-28,2016-07-07,29,single_family,4.0,1918,2279.0,1349000.0
1253418533,,2016-07-27,26,single_family,3.0,2005,1970.0,525000.0
1368198890,,2016-07-16,11,single_family,2.0,1981,1810.0,1388000.0
1461448609,2016-06-06,2016-04-22,5,single_family,3.0,2016,1802.0,684439.0
1464394361,,2016-07-18,30,single_family,5.0,2008,4473.0,2249500.0
1497628522,,2016-07-08,10,single_family,3.0,1950,1040.0,519950.0
1568892438,2016-07-13,2016-06-06,25,single_family,3.0,1956,1140.0,749000.0
1577070952,2016-06-13,2016-05-28,20,single_family,3.0,1992,1372.0,412900.0
1622015941,2016-06-28,2016-06-10,27,multi_family,5.0,1908,2600.0,849000.0
1710715943,,2016-06-22,1,land,,,,659000.0
1811537988,2016-07-28,2016-07-12,22,condo,0.0,2016,326.0,508000.0
1818852387,,2016-05-27,1,land,,1928,,2900000.0
1820340212,,2016-07-27,22,condo,3.0,1982,1330.0,525000.0
1855915428,,2016-06-20,12,condo,2.0,2015,821.0,328634.0
1899029099,,2016-06-28,30,single_family,5.0,1965,1788.0,799000.0
1957021601,2016-07-13,2016-06-23,19,condo,2.0,1961,1035.0,519000.0
1980411956,,2016-07-22,26,single_family,3.0,1989,1804.0,990000.0
2113266997,2016-06-29,2016-05-26,30,single_family,5.0,2010,3302.0,569900.0
2143739898,,2016-06-03,6,land,,,,349000.0
2156034971,,2016-07-20,30,single_family,4.0,1980,3195.0,1499000.0
2158666393,2016-07-16,2016-06-20,25,single_family,3.0,1947,1290.0,1199000.0
2174836602,2016-07-20,2016-07-08,12,single_family,3.0,1988,1743.0,628000.0
2196536753,,2016-06-08,24,condo,3.0,1985,1135.0,485000.0
2209732595,2016-07-15,2016-05-13,25,condo,3.0,1939,1840.0,1995000.0
2375467020,2016-06-23,2016-06-06,30,single_family,5.0,2005,3944.0,624000.0
2410505258,,2016-07-31,14,condo,0.0,,479.0,659000.0
2418677630,,2016-06-01,25,single_family,4.0,2003,2945.0,648800.0
2445774524,2016-06-16,2016-04-22,26,single_family,4.0,1967,2240.0,1250000.0
2450566118,,2016-06-22,20,single_family,4.0,1945,2276.0,1695000.0
2499216698,2016-05-12,2016-05-05,16,single_family,3.0,1994,1150.0,344950.0
2599912302,2016-06-14,2016-05-29,36,single_family,3.0,1927,2170.0,1699000.0
2611974330,2016-07-20,2016-07-07,30,single_family,3.0,1958,1470.0,599000.0
2647423352,,2016-01-06,23,single_family,2.0,1949,906.0,240000.0
2672927778,2016-05-19,2016-05-08,12,single_family,3.0,1960,1284.0,699000.0
2745051898,2015-11-10,2015-09-21,11,single_family,3.0,1953,959.0,299000.0
2765295528,2016-06-21,2016-06-16,10,single_family,3.0,1961,1473.0,340000.0
2822927201,2016-07-22,2016-06-23,30,single_family,5.0,2003,4200.0,1339900.0
2837159519,2016-07-19,2016-07-19,25,single_family,4.0,2004,2088.0,449000.0
2855542268,2016-07-08,2016-06-27,21,condo,3.0,1977,1457.0,465000.0
2870583066,,2016-05-02,36,single_family,5.0,1923,2768.0,2495000.0
2929243663,2016-07-17,2016-07-16,23,single_family,4.0,2004,3160.0,638000.0
2982219754,,2016-06-30,23,single_family,4.0,1999,2748.0,494950.0
1111818652,,2016-07-15,22,condo,2.0,1978,1844.0,1485000.0
1112398644,2016-07-20,2016-05-12,36,condo,2.0,1907,1220.0,1345000.0
1120735026,2016-07-25,2016-07-12,25,condo,3.0,1974,1572.0,710000.0
1148379168,2016-07-27,2016-07-16,16,single_family,3.0,1964,1507.0,718000.0
1150494403,2016-06-23,2016-06-10,13,single_family,3.0,1948,1810.0,995000.0
1157533662,,2016-04-18,11,multi_family,11.0,1900,3945.0,1725000.0
1267864113,,2016-05-31,27,condo,3.0,1961,3200.0,2600000.0
1294437820,,2016-04-19,30,single_family,4.0,1990,5176.0,2685000.0
1362051874,,2016-07-18,5,land,,,,500000.0
1410690227,,2016-06-15,26,single_family,4.0,1965,2160.0,940000.0
1436528151,,2016-06-17,36,condo,2.0,2007,1120.0,670000.0
1471204707,2016-07-20,2016-07-07,20,single_family,4.0,1929,2168.0,998000.0
1594457730,2016-07-20,2016-05-25,27,single_family,3.0,2004,1731.0,849000.0
1640545583,,2016-06-23,7,condo,2.0,1980,1145.0,384999.0
1685890653,,2016-05-27,28,condo,2.0,1977,1495.0,615000.0
1693438305,2016-07-27,2016-07-21,27,single_family,4.0,1967,2107.0,1450000.0
1774316773,,2016-05-17,30,single_family,3.0,1960,1120.0,689995.0
1827843995,,2016-07-07,26,single_family,4.0,1965,2664.0,1750000.0
1896609075,2016-06-30,2016-06-25,21,single_family,3.0,1981,1262.0,625000.0
1905625171,2016-07-27,2016-07-27,1,single_family,3.0,1962,1240.0,320000.0
1960968120,2016-07-21,2016-06-20,6,single_family,3.0,2016,1955.0,716287.0
1982839317,2016-06-16,2016-05-31,30,single_family,3.0,1939,2121.0,950000.0
2190298819,,2016-04-13,28,single_family,3.0,1994,,1495000.0
2204796158,,2016-06-03,30,single_family,4.0,2003,2748.0,949000.0
2297195762,,2016-07-29,16,condo,2.0,2004,1476.0,1569000.0
2424624804,,2016-07-22,28,single_family,3.0,1963,1468.0,549000.0
2449451288,,2016-05-23,25,single_family,5.0,1986,,6500000.0
2516427632,,2016-07-14,25,condo,3.0,2004,2044.0,1699000.0
2638505419,2016-07-23,2016-07-14,30,single_family,4.0,1962,1636.0,599000.0
2798493735,,2016-07-07,36,single_family,4.0,2003,2968.0,499168.0
2849325032,,2016-03-04,26,single_family,2.0,1910,,1395000.0
2956458441,2016-07-01,2016-06-24,30,single_family,5.0,1973,3103.0,889000.0
1000724445,,2016-05-11,30,single_family,6.0,1985,7333.0,2495000.0
1164158347,,2015-10-21,3,land,,2015,,152000.0
1210118840,2016-06-25,2016-06-15,4,single_family,4.0,2005,1908.0,394950.0
1217908095,2016-07-11,2016-06-25,16,single_family,4.0,1983,1216.0,324999.0
1241829682,,2016-07-29,30,single_family,5.0,1949,3347.0,1650000.0
1280933028,2016-06-08,2016-05-09,17,single_family,4.0,1975,2038.0,645000.0
1323679357,,2016-07-08,23,condo,2.0,1990,1318.0,950000.0
1342783120,,2016-06-17,29,single_family,5.0,1957,2535.0,1399000.0
1382317819,,2016-07-18,17,condo,3.0,1975,2898.0,2950000.0
1393636610,,2016-07-25,19,single_family,3.0,1973,1130.0,309900.0
1667533094,2016-07-08,2016-06-23,28,single_family,4.0,2004,2031.0,619900.0
1715978790,,2016-06-02,30,single_family,4.0,1979,3046.0,699900.0
1754424005,2016-06-25,2016-06-15,24,condo,1.0,1990,693.0,374950.0
1827323006,,2016-07-21,6,multi_family,,1955,2606.0,1595000.0
1917796613,,2016-05-11,14,single_family,5.0,2003,7300.0,1.25E7
1977418269,2016-06-10,2016-04-30,17,single_family,5.0,1963,1769.0,918888.0
2035552314,2016-06-25,2016-06-13,9,single_family,4.0,2004,3649.0,4400000.0
2114788815,,2015-04-09,2,land,,,,55000.0
2215680136,2016-04-15,2016-04-15,1,single_family,2.0,1995,780.0,500000.0
2257947877,2016-04-25,2016-03-15,8,single_family,2.0,1914,1125.0,315000.0
2369227892,2016-07-05,2016-06-16,13,single_family,3.0,2016,2343.0,511490.0
2378648136,2016-06-18,2016-03-18,35,single_family,3.0,1915,2680.0,1995000.0
2451657988,,2016-07-22,7,single_family,4.0,2002,2945.0,609800.0
2473078627,2016-06-21,2016-05-17,10,land,,,,599000.0
2492245155,,2016-07-13,29,single_family,4.0,1969,3000.0,1300000.0
2625648669,,2016-05-06,28,single_family,2.0,1960,1428.0,659800.0
2726268976,2015-11-30,2015-11-02,6,multi_family,3.0,1942,1057.0,258000.0
2806697990,2016-07-01,2016-06-17,13,single_family,3.0,1969,1523.0,374900.0
2942714797,,2016-06-22,30,single_family,5.0,2013,3453.0,1598000.0
2959928178,2016-05-31,2016-05-31,25,single_family,4.0,2000,2285.0,459000.0
2984758881,,2016-05-17,10,single_family,5.0,2007,3092.0,569000.0
2993094011,2016-07-22,2016-07-08,14,single_family,3.0,1952,1036.0,399950.0
1024208347,2016-07-21,2016-06-24,30,single_family,3.0,1954,1040.0,799000.0
1052193508,2016-01-22,2016-01-08,7,single_family,3.0,2016,2001.0,1515800.0
1107236470,2016-07-22,2016-04-22,11,single_family,3.0,1955,1376.0,419900.0
1239639551,,2016-07-23,1,single_family,4.0,1969,1444.0,799000.0
1461569153,,2016-06-17,35,single_family,4.0,1900,,2795000.0
1469066883,,2016-04-27,13,condo,1.0,2000,670.0,775000.0
1516023377,,2016-06-20,23,single_family,4.0,1974,2552.0,789000.0
1534134625,2016-07-29,2016-07-08,18,single_family,4.0,1980,2127.0,699000.0
1542333498,2016-07-28,2016-07-14,29,single_family,5.0,2008,3200.0,899900.0
1611192370,2016-07-17,2016-07-06,27,single_family,4.0,1985,2202.0,1275000.0
1619993856,,2015-12-15,36,single_family,4.0,1997,4800.0,5650000.0
1644633402,2016-06-22,2016-06-09,21,single_family,3.0,1972,1536.0,849000.0
1714508084,2016-07-12,2016-07-08,30,single_family,4.0,1976,1993.0,1038800.0
1757655748,2016-07-29,2016-06-24,14,single_family,3.0,1952,1261.0,659000.0
1766312819,2015-01-10,2014-10-02,30,single_family,2.0,1900,1134.0,599000.0
1799749480,,2016-06-05,24,single_family,4.0,1990,4732.0,1800000.0
1808859915,2016-06-28,2016-06-15,14,condo,3.0,2016,1425.0,1148888.0
1873438614,2016-07-29,2016-07-05,26,condo,2.0,,,799000.0
1910042148,2016-06-07,2016-06-03,27,single_family,3.0,1983,1519.0,367500.0
1962959083,2016-07-12,2016-06-25,16,single_family,3.0,1967,1541.0,885888.0
2010391108,,2016-06-18,24,single_family,5.0,1967,2879.0,1295000.0
2046693547,2016-07-12,2016-06-01,28,single_family,4.0,1959,1690.0,899888.0
2051317672,2016-06-02,2016-06-01,1,single_family,4.0,1971,,1525000.0
2185077274,,2016-07-07,27,condo,3.0,1986,1630.0,749000.0
2251463603,,2016-05-26,1,single_family,3.0,1923,,327888.0
2299548042,2016-07-22,2016-07-09,24,single_family,2.0,1922,1772.0,649000.0
2328773987,2016-07-20,2016-06-29,1,condo,2.0,1985,1071.0,425000.0
2392676885,2016-06-03,2016-05-11,30,single_family,6.0,2006,4747.0,1549000.0
2457940433,,2016-04-22,36,single_family,3.0,1904,1458.0,1975000.0
2622300145,,2016-07-19,30,condo,3.0,1987,1383.0,525000.0
2675779983,,2016-04-25,36,single_family,5.0,2004,4815.0,3880000.0
2728631252,,2016-07-27,0,single_family,4.0,1950,,799000.0
2744977244,,2016-04-06,6,multi_family,,1930,3000.0,898000.0
2805375491,,2016-07-22,34,condo,2.0,2012,,1298000.0
2834846247,,2016-07-08,1,multi_family,8.0,1880,3996.0,849000.0
2889954875,2016-07-20,2016-05-18,9,multi_family,,1970,6200.0,1750000.0
2901276140,2016-07-05,2016-06-14,5,single_family,3.0,1955,,998000.0
2989762696,2016-06-25,2016-06-01,15,condo,2.0,1988,934.0,298500.0
1019265640,2015-11-17,2015-11-01,7,single_family,3.0,2016,2001.0,1479000.0
1022556018,,2016-07-28,28,mobile,3.0,2012,1599.0,169900.0
1059579502,,2016-06-18,11,condo,4.0,,1697.0,1595000.0
1126161669,2016-07-26,2016-06-30,8,single_family,3.0,1960,1320.0,799000.0
1144957857,2016-07-18,2016-07-15,24,single_family,4.0,2004,3862.0,1599000.0
1179695983,2016-07-31,2016-07-27,18,condo,2.0,1977,1364.0,750000.0
1384449990,2016-06-19,2016-04-06,5,single_family,3.0,1946,1130.0,826420.0
1403417957,2016-07-06,2016-06-21,17,condo,2.0,1998,1101.0,443500.0
1408902316,,2016-07-12,1,single_family,5.0,2012,3778.0,649000.0
1416861394,,2014-09-19,36,single_family,4.0,1853,3890.0,1.2E7
1455261423,,2016-03-02,8,land,,,,4200000.0
1496536437,2016-06-08,2016-05-26,23,single_family,3.0,1972,1320.0,679888.0
1640019426,2016-06-07,2016-05-27,30,condo,2.0,1965,1054.0,399000.0
1718696055,,2016-07-22,30,condo,3.0,1977,2449.0,825000.0
1763637924,2016-07-06,2016-06-28,30,single_family,4.0,2005,2725.0,465000.0
1846681822,,2016-05-10,30,single_family,6.0,1948,4497.0,1999000.0
1878612192,,2016-07-21,23,condo,2.0,2010,1124.0,928000.0
1967848993,,2016-06-29,23,single_family,3.0,2016,1817.0,1995000.0
1973180314,2016-07-28,2016-07-24,30,single_family,7.0,2001,3888.0,679000.0
2003973540,,2016-06-17,36,single_family,4.0,1960,3420.0,5395000.0
2014440837,2016-05-27,2016-05-08,29,single_family,4.0,1951,2352.0,1190000.0
2240479260,2016-06-28,2016-06-09,19,single_family,3.0,1985,1277.0,369000.0
2425933881,2016-07-18,2016-07-09,21,single_family,4.0,2000,2903.0,1299000.0
2440741235,,2016-06-17,1,land,,,,135000.0
2571214499,2016-07-12,2016-06-28,3,single_family,5.0,1951,1969.0,340000.0
2581610993,,2016-07-04,21,condo,0.0,2007,268.0,499000.0
2631026337,2016-06-22,2016-06-02,8,single_family,2.0,1941,864.0,249950.0
2734731494,,2016-04-26,30,single_family,4.0,1993,3890.0,2999999.0
2839365579,,2016-06-15,36,condo,5.0,1929,3698.0,3980000.0
2890838527,2016-06-08,2016-06-01,9,single_family,4.0,1972,1674.0,697000.0
2892851650,2016-07-28,2016-06-18,18,condo,3.0,1948,985.0,748000.0
2908314848,2016-07-10,2016-07-09,14,single_family,4.0,2001,2443.0,435000.0
2928029938,,2016-07-13,28,single_family,3.0,1971,1728.0,795000.0
1065799004,2016-06-28,2016-06-16,20,single_family,3.0,1945,1308.0,299000.0
1123421261,2016-07-13,2016-07-08,20,single_family,4.0,1970,1810.0,365000.0
1130300449,,2016-06-16,36,single_family,4.0,2003,2240.0,998000.0
1303479379,2016-06-24,2016-06-07,36,condo,3.0,2013,1622.0,789000.0
1499924489,2016-07-04,2016-06-06,11,single_family,3.0,1987,1845.0,689000.0
1507532703,2016-07-18,2016-06-15,14,single_family,3.0,1995,1591.0,439900.0
1562700819,2016-06-22,2016-05-16,12,single_family,4.0,1981,2259.0,599900.0
1579906710,2016-06-15,2016-02-25,28,single_family,3.0,1950,2200.0,1900000.0
1588399095,,2016-07-13,36,single_family,4.0,1978,2097.0,1088888.0
1634649982,,2016-07-31,12,condo,2.0,1973,1396.0,449000.0
1760915555,2016-06-10,2016-05-13,30,condo,2.0,1988,840.0,574888.0
1788246774,2016-07-27,2016-07-14,29,condo,2.0,1929,1350.0,1495000.0
1830742485,2016-05-28,2016-05-13,25,single_family,3.0,1908,1638.0,899000.0
1933169439,,2016-05-12,33,condo,2.0,1908,,849000.0
2035421562,2016-07-28,2016-07-14,25,single_family,2.0,1949,,549000.0
2039887207,,2016-06-14,36,single_family,5.0,2005,4345.0,2190000.0
2065854078,2016-06-23,2016-05-28,7,single_family,3.0,2017,2058.0,1368800.0
2071489950,2016-07-19,2016-07-06,33,single_family,5.0,2000,5259.0,3695000.0
2095765518,,2016-07-07,15,single_family,4.0,2001,2259.0,625000.0
2134841746,2016-06-20,2016-05-28,4,multi_family,6.0,1952,3276.0,519900.0
2210442911,,2016-07-12,25,single_family,3.0,1994,2766.0,487500.0
